ID;Catégorie d’aléa;Type d’aléa (scénario);Description aléa;Famille de risque;Exemple de risque (intitulé);Description détaillée du risque;Exemples concrets;Impacts potentiels;Mesures de prévention;Mesures de mitigation;Probabilité;Gravité;Criticité;Tags
111;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
112;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
113;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
114;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
115;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;instabilité, évacuation, risques tiers
116;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;instabilité, évacuation, risques tiers
117;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
118;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
119;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
120;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
121;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
122;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
123;Accident;Effondrement d’ouvrage;Affaissement/effondrement localisé;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Effondrement d’ouvrage » (Accident). Affaissement/effondrement localisé. Points sensibles : instabilité, évacuation, risques tiers.;Exemple : Effondrement d’ouvrage → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;instabilité, évacuation, risques tiers
